phase	source	target_crate	target	operation	preparation	source_sha256	declared_types
11	services/src/purchase_order/dto/query.rs	erp-procurement	crates/erp-procurement/src/dto/purchase_order/query.rs	move-with-symbol-splits		51f14bda1048cef433276bf0a69510be567737f7cffbe4db0717f4913439bb67	PageParams,PurchaseOrderListParams,PurchaseOrderListQuery,PurchaseOrderListItemView,PurchaseOrderLineView,PurchaseSalesAllocationView,PurchaseChangeSummaryView,PurchaseActionBlockerView,PurchaseOrderCenterView,PurchaseOrderPayableSummaryView,DocumentApprovalView,DocumentApprovalDefinitionView,DocumentApprovalNodeView,DocumentApprovalInstanceView,DocumentApprovalHistoryItemView,DocumentApprovalHistoryPageView,TotalsView,CreationBasisListParams,CreationBasisLineView,CreationBasisView
11	services/src/purchase_order/formalization.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/formalization.rs	move-with-symbol-splits		6a2c31f2d2a56aeb966f3a8fcb5c14b4b3c53f146390684d4ca8f1b340b86aa5	-
11	services/src/purchase_order/line_input.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/line_input.rs	move-with-symbol-splits		d8d76b74478132bea40a12123d105acf0c2fb3452bb173329cb693b388a11391	-
11	services/src/purchase_order/mod.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/mod.rs	move-with-symbol-splits		d43f36a8b4b842c10bf0bf17106ead10b0286a2bfa81fd9982c3fee6650339e7	PurchaseOrderService
11	services/src/purchase_order/procurement_task_sync.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/procurement_task_sync.rs	move-with-symbol-splits		73b3fd2a9bdf08db62c2b04d0d88c0d6a892b6351651b6005d09e1b0262ef75d	-
11	services/src/purchase_order/query.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/query.rs	move-with-symbol-splits		b9dabb8cbdd3d60c459e29d7a5368eddc5274bbfa91585313603ecb413f686fc	PurchaseOrderFilter
11	services/src/purchase_order/review.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/review.rs	move-with-symbol-splits		e0905fec1cd7e8b30622bf195f22a4ce00421c98e0093a693d6431e3a7f9b66a	PreparedFormalizedOrder,FormalizedOrderPersist
11	services/src/purchase_order/shared.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/shared.rs	move-with-symbol-splits		a62edc43f016774f24ad3554d362454b4e1f56c8c5168ae1e14207cc24e22050	Versioned
11	services/src/purchase_order/sourcing_create.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/sourcing_create.rs	move-with-symbol-splits		d4f3d578aab7be181ae0d3189663685b7a87dded82a61e01ca67f5cee91595b1	SourcingOrderReceipt,SourcingReceipt,PersistedStockAllocation,CreateFromSourcingInTransactionInput
11	services/src/purchase_order/start_approval.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/start_approval.rs	move-with-symbol-splits		2c8d7990823af21e4e9bbd26b1969a77a62403aa6c915190bd66ff53361fee7f	PurchaseOrderStartInput,PurchaseOrderStartPersistInput,PurchaseSubmitProcurementGuard
11	services/src/purchase_order/submission.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/submission.rs	move-with-symbol-splits		64563718f24b166ad7d97996f3f1bb9fe11a68ebaf342b96c335cc1abec94bf1	RecoverPurchaseSubmitStartInput,PurchaseSubmitReceipt
11	services/src/purchase_order/view_mapping.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/view_mapping.rs	move-with-symbol-splits		c6f8f0fed7e1cd490af0b41f743a0fe7fea138cf9f58176d4409a9c02a220475	-
11	services/src/purchase_order/void_order.rs	erp-procurement	crates/erp-procurement/src/service/purchase_order/void_order.rs	move-with-symbol-splits		2d0ebbcdfead6cbbd9c75ee50d029337fc9a714a8b618864f05c132ff6111695	VoidDraftCommand,VoidDraftReceipt
01	services/src/query.rs	application-core	crates/application-core/src/query.rs	move		e3ea063ee285ad78302ccc8009d1298baa421eaef136aeb6b2e8b7eb8b2059af	SortDir,PageView
09	services/src/receivable/account.rs	erp-finance	crates/erp-finance/src/service/receivable/account.rs	move-with-symbol-splits		72adf78c44cbf0e3176bef42854cde2fbd104fcd6dee7fc4d448143e44073ede	-
09	services/src/receivable/adapter.rs	erp-finance	crates/erp-finance/src/service/receivable/adapter.rs	move-with-symbol-splits		2467f6f404219740c242fef4fb395d396546aee5cdcac94036b20a95eb2035a1	CustomerReceiptAdapter,CustomerReceiptStartCommand
09	services/src/receivable/cancel_approval.rs	erp-finance	crates/erp-finance/src/service/receivable/cancel_approval.rs	move-with-symbol-splits		dbe12af0447f41cc2416a829827cd38f4ade4b50a0abef529acc06e4616f2d7c	LoadedCancelRuntime,CustomerReceiptCancelPersistInput
09	services/src/receivable/card_funds_decision.rs	erp-finance	crates/erp-finance/src/service/receivable/card_funds_decision.rs	move-with-symbol-splits		194788358c976d66a4f9758766cbcd1cd3db5a32b876f635b94a52a8b53c14e5	-
09	services/src/receivable/card_funds_identity.rs	erp-finance	crates/erp-finance/src/service/receivable/card_funds_identity.rs	move-with-symbol-splits		705551fd2f272c4c14644595a17253180bf7ccc77c7da4cdf8a9d4eaf1c79f30	-
09	services/src/receivable/card_funds_receipt.rs	erp-finance	crates/erp-finance/src/service/receivable/card_funds_receipt.rs	move-with-symbol-splits		b9c5f8ecde6387bdf899c61544a41df72e4d9db212b222ca20c2702c91f5dfd5	-
09	services/src/receivable/card_funds_register.rs	erp-finance	crates/erp-finance/src/service/receivable/card_funds_register.rs	move-with-symbol-splits		28fff3196a667f93af08a4f2e06d60d482edf8b174784aa6690436624a03b6b6	CardFundsRegistrationContextInput,PersistCardFundsReceiptPlanInput
09	services/src/receivable/card_funds_review.rs	erp-finance	crates/erp-finance/src/service/receivable/card_funds_review.rs	move-with-symbol-splits		11124d9b2c67f73a0abed8d6cf62066ad2652ee92062947dcb1baa9233298b9e	-
09	services/src/receivable/card_funds_task.rs	erp-finance	crates/erp-finance/src/service/receivable/card_funds_task.rs	move-with-symbol-splits		2dc728dff35541454bb3db1f963323a5ece757a43ab7a8f33cf3aed51863055a	-
09	services/src/receivable/customer_receipt.rs	erp-finance	crates/erp-finance/src/service/receivable/customer_receipt.rs	move-with-symbol-splits		072ec9c5da1df52fff50e561c4bc7c02b5d2dca3cb0c11d613f8da58bb3844eb	-
09	services/src/receivable/customer_receipt_commit.rs	erp-finance	crates/erp-finance/src/service/receivable/customer_receipt_commit.rs	move-with-symbol-splits		03841aa1f084e74727bfad3642caad449391d13e4288b6c09bb06dda04fe5813	PreparedCustomerReceiptCommit
09	services/src/receivable/dto.rs	erp-finance	crates/erp-finance/src/dto/receivable.rs	move-with-symbol-splits		9aa828d8b9395b08ab78d7cb5fbd1d7f472f298561b0d7e36c1e87020fad49d4	-
09	services/src/receivable/dto/card_funds.rs	erp-finance	crates/erp-finance/src/dto/receivable/card_funds.rs	move-with-symbol-splits		39c696ca82d26c3e25252cdd1b4384b880567218572904260f8151ff61da9723	ReceivableReceiptFactView,ReceivableInvoiceFactView,CardFundsReviewDetailParams,CardFundsReviewAllowedAction,CardFundsReviewActionBlockerView,CardFundsRegistrationAllocation,RegisterCardFundsReceiptRequest,RegisterCardFundsInvoiceRequest,CardFundsRegistrationResult,CardFundsReviewType,CardFundsReviewResult,CardFundsReviewConclusion,CardFundsReviewDecision,CompleteCardFundsReviewCommand,CompletedWorkItemStatus,CardFundsReviewFollowUpWorkItem,CardFundsReviewBusinessResult,CompleteCardFundsReviewResult
09	services/src/receivable/dto/command.rs	erp-finance	crates/erp-finance/src/dto/receivable/command.rs	move-with-symbol-splits		af24644b73f348d346dfbf84d04fd0179dc0b8490a3cf96b33ad8903cacc43b1	CreateReceivableAccountRequest,CreateCustomerReceiptRequest,ReceiptAllocationLineRequest,PostCustomerReceiptRequest,SubmitCustomerReceiptRequest,CommitCustomerReceiptRequest,CancelCustomerReceiptApprovalRequest
09	services/src/receivable/dto/invoice.rs	erp-finance	crates/erp-finance/src/dto/receivable/invoice.rs	move-with-symbol-splits		f696eed096ec29e35b4f5fd69b60361dcfe690c7052b55d9f154cb183705f78c	CreateInvoiceRequest,SalesInvoiceAllocationLineRequest,PostInvoiceRequest,CommitInvoiceRequest,CommitRedInvoiceRequest
09	services/src/receivable/dto/query.rs	erp-finance	crates/erp-finance/src/dto/receivable/query.rs	move-with-symbol-splits		3f13d043f3026597cf54f4f640b86877109b4d67c460215c1d2f00e8eea25ac0	PageParams,ReceivableEntryView,ReceivableAccountSummaryView,FundsReviewView,ReceivableAccountView,ReceivableAccountListParams,ReceivableAccountListQuery,ReceiptAllocationView,CustomerReceiptView,DocumentApprovalView,DocumentApprovalDefinitionView,DocumentApprovalNodeView,DocumentApprovalInstanceView,DocumentApprovalHistoryItemView,DocumentApprovalHistoryPageView,CustomerReceiptListParams,CustomerReceiptListQuery,SalesInvoiceAllocationView,InvoiceView,InvoiceListParams,InvoiceListQuery
09	services/src/receivable/invoice.rs	erp-finance	crates/erp-finance/src/service/receivable/invoice.rs	move-with-symbol-splits		0fb90bab4c3ca4faf12a4669e188d87081019facc97c6a358d4d1e8a587df09b	-
09	services/src/receivable/invoice_commit.rs	erp-finance	crates/erp-finance/src/service/receivable/invoice_commit.rs	move-with-symbol-splits		d476426af275353b6c4358caf844482a55d28a5e12a1221c8ad5051120e4ef76	PreparedInvoiceCommit
09	services/src/receivable/invoice_task.rs	erp-finance	crates/erp-finance/src/service/receivable/invoice_task.rs	move-with-symbol-splits		ff9a61db2e4db8bb533669f38275de16a56b89439138adb610ec7b1d6100558e	SalesInvoiceTaskChange
09	services/src/receivable/mapping.rs	erp-finance	crates/erp-finance/src/service/receivable/mapping.rs	move-with-symbol-splits		a9a25f7cd8692a66c89cb40a58a05a75ce267113e8914af719d31d7b7a5f2e73	CardFundsSnapshot
09	services/src/receivable/mod.rs	erp-finance	crates/erp-finance/src/service/receivable/mod.rs	move-with-symbol-splits		677188fa5580242739a94063c8940aa24d24f10335f9df2b2d20ccacba290eb0	ReceivableAccountFilter,ReceivableService
09	services/src/receivable/red_invoice.rs	erp-finance	crates/erp-finance/src/service/receivable/red_invoice.rs	move-with-symbol-splits		ee9fbb3b8196f3544b5957b0ab6aa49bf699a18d75d026aa4867db8d96a2f887	-
09	services/src/receivable/start_approval.rs	erp-finance	crates/erp-finance/src/service/receivable/start_approval.rs	move-with-symbol-splits		0d7369308f5026e7e52956754a5688e2a2da2dd160f880f5cc84e3bf24306894	CustomerReceiptStartInput,CustomerReceiptStartPersistInput
13	services/src/returns/adapter.rs	erp-returns	crates/erp-returns/src/service/returns/adapter.rs	move-with-symbol-splits		bff1e221c15c57d00cbe273be7c9bd3917e5a83261f86addbc333f54a789ed18	-
13	services/src/returns/adapter/customer_refund.rs	erp-returns	crates/erp-returns/src/service/returns/adapter/customer_refund.rs	move-with-symbol-splits		3f59116a9620ba5728cc0637d90caf4eeb08bc01dc7ca31ee31d475320dc8aee	CustomerRefundAdapter,CustomerRefundStartCommand
13	services/src/returns/adapter/payment_reversal.rs	erp-returns	crates/erp-returns/src/service/returns/adapter/payment_reversal.rs	move-with-symbol-splits		322e54dd32a561635b8c9053d2fc4e428f652cdedc0917ca93a1c83fee74606c	PaymentReversalAdapter,PaymentReversalStartCommand
13	services/src/returns/adapter/receipt_reversal.rs	erp-returns	crates/erp-returns/src/service/returns/adapter/receipt_reversal.rs	move-with-symbol-splits		58f4fd2541e8c5831ed970d3c3e57112bfa61df36fc216ef34709f17de387404	ReceiptReversalAdapter,ReceiptReversalStartCommand
13	services/src/returns/adapter/supplier_refund.rs	erp-returns	crates/erp-returns/src/service/returns/adapter/supplier_refund.rs	move-with-symbol-splits		3948f02b0e1b9a29682bed4f3d43862e48d9099a1920fbba0d3b9be2b46b7527	SupplierRefundAdapter,SupplierRefundStartCommand
13	services/src/returns/cancel_approval.rs	erp-returns	crates/erp-returns/src/service/returns/cancel_approval.rs	move-with-symbol-splits		edcb7181d6003a0310bcbc3281ef81037fe9c85a2e69629cc3d8306e3607535f	LoadedCancelRuntime,CustomerRefundCancelPersistInput,SupplierRefundCancelPersistInput,ReceiptReversalCancelPersistInput,PaymentReversalCancelPersistInput
13	services/src/returns/customer_refund.rs	erp-returns	crates/erp-returns/src/service/returns/customer_refund.rs	move-with-symbol-splits		af9ae8207ad16ec58f5be3013043b3e82f3b3da9ce8c9fc7778f39981962be58	CustomerRefundFilter
13	services/src/returns/customer_refund_list.rs	erp-returns	crates/erp-returns/src/service/returns/customer_refund_list.rs	move-with-symbol-splits		92082301f755ad2c2005ad2d4f9269f27c356eac17a112e8b27ea6fb91f52059	CustomerRefundListFacts
13	services/src/returns/dto.rs	erp-returns	crates/erp-returns/src/dto/returns.rs	move-with-symbol-splits		041cc915fce50b798dedec3aa63cfbea218f260371353278a2cfdce95ef773ac	PageParams,CreateSalesReturnCaseRequest,CreateSalesReturnLineRequest,SalesReturnLineView,SalesReturnCaseView,SalesReturnCaseListParams,SalesReturnCaseListQuery,CreatePurchaseReturnOrderRequest,CreatePurchaseReturnLineRequest,PurchaseReturnLineView,PurchaseReturnOrderView,PurchaseReturnOrderListParams,PurchaseReturnOrderListQuery,CommitReturnFactRequest,CommitCustomerRefundRequest,CommitSupplierRefundRequest,CommitReceiptReversalRequest,CommitPaymentReversalRequest,CreateCustomerRefundRequest,PostCustomerRefundRequest,SubmitCustomerRefundRequest,CancelCustomerRefundApprovalRequest,CustomerRefundView,DocumentApprovalView,DocumentApprovalDefinitionView,DocumentApprovalNodeView,DocumentApprovalInstanceView,DocumentApprovalHistoryItemView,DocumentApprovalHistoryPageView,CustomerRefundListParams,CustomerRefundListQuery,CreateSupplierRefundRequest,PostSupplierRefundRequest,SubmitSupplierRefundRequest,CancelSupplierRefundApprovalRequest,SupplierRefundView,CreateReceiptReversalRequest,PostReceiptReversalRequest,SubmitReceiptReversalRequest,CancelReceiptReversalApprovalRequest,ReceiptReversalView,CreatePaymentReversalRequest,PostPaymentReversalRequest,SubmitPaymentReversalRequest,CancelPaymentReversalApprovalRequest,PaymentReversalView
13	services/src/returns/mod.rs	erp-returns	crates/erp-returns/src/service/returns/mod.rs	move-with-symbol-splits		55f5302d852b40322d571dee78961532007f4f6d1ecb7f05b99c30d52b1c965a	ReturnsService
13	services/src/returns/offset_batch.rs	erp-returns	crates/erp-returns/src/service/returns/offset_batch.rs	move-with-symbol-splits		8ef5786a7edac907af232c3266f36c751ff1880303bb16b05629460f410741f9	OffsetFacts,Entry,Account,Chunk
13	services/src/returns/payment_reversal.rs	erp-returns	crates/erp-returns/src/service/returns/payment_reversal.rs	move-with-symbol-splits		bc827f240bfaca98bf79e92739391eb63bc5afead2ba4c495e322acec7949b26	-
13	services/src/returns/purchase_return.rs	erp-returns	crates/erp-returns/src/service/returns/purchase_return.rs	move-with-symbol-splits		f23cad7dd8a297d2d8d8fa7fca8c189c1e18da8836504345e2b1ed87bcdc45eb	PurchaseReturnOrderFilter
13	services/src/returns/receipt_reversal.rs	erp-returns	crates/erp-returns/src/service/returns/receipt_reversal.rs	move-with-symbol-splits		8a4460be5b62ff4ef5677b05727f1a44047ac68c0bc10bdc4a4d2dd7c8e030cc	-
13	services/src/returns/sales_return.rs	erp-returns	crates/erp-returns/src/service/returns/sales_return.rs	move-with-symbol-splits		879e73c2b13c2d80a2129ac23ea5f1fcdd3692d4f48583df14a7ef8f8336625a	SalesReturnCaseFilter
13	services/src/returns/start_approval.rs	erp-returns	crates/erp-returns/src/service/returns/start_approval.rs	move-with-symbol-splits		77e37c5440c45469ed4f6cb4f78134a01b70c5e6479ec075c848af56abc624a1	-
13	services/src/returns/start_approval/customer_refund.rs	erp-returns	crates/erp-returns/src/service/returns/start_approval/customer_refund.rs	move-with-symbol-splits		0e802506be02d5342c0614e83485047b90af2d1151dedda6b2bae60d324a6b8a	CustomerRefundStartInput,CustomerRefundStartPersistInput
13	services/src/returns/start_approval/mapping.rs	erp-returns	crates/erp-returns/src/service/returns/start_approval/mapping.rs	move-with-symbol-splits		07c732a35e11b33cf7e2d27874e2d9b384b03455812f7d99254988ff32217f1d	-
13	services/src/returns/start_approval/payment_reversal.rs	erp-returns	crates/erp-returns/src/service/returns/start_approval/payment_reversal.rs	move-with-symbol-splits		9cf29f8c033a35755febb11cae48f0c704e8fe2c2ec97195e4af40b9a973f6bc	PaymentReversalStartInput,PaymentReversalStartPersistInput
13	services/src/returns/start_approval/prepare.rs	erp-returns	crates/erp-returns/src/service/returns/start_approval/prepare.rs	move-with-symbol-splits		35e88daebb9d87072978ceba5cfa38d71f37c5b343e975667039766c10e9fdc1	ReplayReturnStartInput
13	services/src/returns/start_approval/receipt_reversal.rs	erp-returns	crates/erp-returns/src/service/returns/start_approval/receipt_reversal.rs	move-with-symbol-splits		da10091ee682dd0fd77fdbe79e48c3d6102168bb8d3ae3aeff642745ecf218e4	ReceiptReversalStartInput,ReceiptReversalStartPersistInput
13	services/src/returns/start_approval/supplier_refund.rs	erp-returns	crates/erp-returns/src/service/returns/start_approval/supplier_refund.rs	move-with-symbol-splits		8b071addb5d943797a31b5b9d4a397c1e941067ef96e40e144b5699ce8ce6174	SupplierRefundStartInput,SupplierRefundStartPersistInput
13	services/src/returns/supplier_refund.rs	erp-returns	crates/erp-returns/src/service/returns/supplier_refund.rs	move-with-symbol-splits		60de144ba7805fff2180639c0dfdd73ca3a7bb46156a15fc8af17c5aa4509bfa	-
13	services/src/returns/version_conflict.rs	erp-returns	crates/erp-returns/src/service/returns/version_conflict.rs	move-with-symbol-splits		3ee865e77fd0891c98ef0f1690d1a0f83ab93aed5af1ffb0ccb9b3b0d6f393c9	-
10	services/src/sales_order/adapter.rs	erp-sales	crates/erp-sales/src/service/sales_order/adapter.rs	move-with-symbol-splits		6bc4d980eea5acb310a4ae4812e72ded0c7c9ca8988e7e098c472b922c3f86a5	SalesOrderAdapter,VoucherSalesOrderAdapter,SalesApprovalPorts,SalesOrderStartCommand
10	services/src/sales_order/approval_query.rs	erp-sales	crates/erp-sales/src/service/sales_order/approval_query.rs	move-with-symbol-splits		27b94b1d2e0969ce220b5303d1f343ade976fd4578e15060ebee5b0a3307874a	LoadedRuntime
10	services/src/sales_order/cancel_approval.rs	erp-sales	crates/erp-sales/src/service/sales_order/cancel_approval.rs	move-with-symbol-splits		4242ba10b4258354e99b94e9b2cf6a9daa985700bd0ccdcdebdf97a0dd8c2523	LoadedCancelRuntime,SalesOrderCancelPersistInput
10	services/src/sales_order/command/cancel.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/cancel.rs	move-with-symbol-splits		a0b92bc8bc5fcffa2b517e585e7e2bb9a95ca05f1b18c3486455244c4444f394	-
10	services/src/sales_order/command/card_projection_input_tests.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/card_projection_input_tests.rs	move-with-symbol-splits		03d1243d5b6f0f351288b85ea848a510404562c8db458b98b32baac8eec28d9e	-
10	services/src/sales_order/command/create.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/create.rs	move-with-symbol-splits		49d4ebf09ba0c90faaff1773609c00c3dd58274163453504582f559905bdd653	-
10	services/src/sales_order/command/goods_service_cutover_tests.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/goods_service_cutover_tests.rs	move-with-symbol-splits		faff62df0c414ce21bdf51cbcc84d796bae32c65e418489621a6f77af227ed05	-
10	services/src/sales_order/command/identity.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/identity.rs	move-with-symbol-splits		08ff0f18076c93a01e1c271b8d685d47e38db4901ec5ea25bca8c8f27680267c	-
10	services/src/sales_order/command/mod.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/mod.rs	move-with-symbol-splits		d667e2f8605f230343e5e92b28985ad038819606cf6e19210d5f742fadc0ddfe	-
10	services/src/sales_order/command/save.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/save.rs	move-with-symbol-splits		b0c1b92e7e2067a470758b70e6ee229f70e67b9d000265f6413b65b474de2e42	-
10	services/src/sales_order/command/sellable.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/sellable.rs	move-with-symbol-splits		1b605662a587ef3092670fbd411f89efe184f2b4eb69f71a9f76064790acfb87	-
10	services/src/sales_order/command/submit.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/submit.rs	move-with-symbol-splits		ba449116d4bf63f4b4fa77333c70f5e91ce0e1bf94be84e5f56fa637a95a1041	RecoverSalesSubmissionStartInput,ApprovalSubmissionStart
10	services/src/sales_order/command/void.rs	erp-sales	crates/erp-sales/src/service/sales_order/command/void.rs	move-with-symbol-splits		68891db09d94c37fc5a6d1c1317e05ab6580822120532e0514a6415d360d9bcb	-
10	services/src/sales_order/draft_working_copy.rs	erp-sales	crates/erp-sales/src/service/sales_order/draft_working_copy.rs	move-with-symbol-splits		95b3f5b58d51a723797b9baaae9ab9c063c9344797cbdb92a9e166ad3ba2d94d	DraftStableLines
10	services/src/sales_order/dto.rs	erp-sales	crates/erp-sales/src/dto/sales_order.rs	move-with-symbol-splits		aae69b4abd3e8a8a5f92f6d0597e248c237aa3d1743c7498978c64993df8e17b	PageParams,SalesOrderCreateIntent,SalesOrderDraftLineRequest,SalesOrderDraftRequest,SalesOrderEditableDraftRequest,CreateSalesOrderRequest,SaveWorkingCopyRequest,SubmitSalesOrderRequest,VoidSalesOrderRequest,CancelSalesOrderApprovalRequest,SalesOrderListParams,SalesOrderListQuery,SalesOrderView,SalesOrderStageSummary,CloseEligibilityView,SalesOrderLineView,WorkingCopyView,SalesOrderWorkingCopyLineView,SubmissionView,RevisionLineView,RevisionView,CardSalesApprovalAllowedAction,ActiveCardSalesApprovalView,SalesProcurementCoverageView,PurchaseCreationAccessView,SalesOrderDetailView,DocumentApprovalView,DocumentApprovalDefinitionView,DocumentApprovalNodeView,DocumentApprovalInstanceView,DocumentApprovalHistoryItemView,DocumentApprovalHistoryPageView
10	services/src/sales_order/formalize.rs	erp-sales	crates/erp-sales/src/service/sales_order/formalize.rs	move-with-symbol-splits		665d6fcdfb8cd985b96321990fee73a6809dd14a8aa96a978095357b1dfd5548	ProcurementFormalizationPlan,FormalizedSubmissionWrite
10	services/src/sales_order/mapper.rs	erp-sales	crates/erp-sales/src/service/sales_order/mapper.rs	move-with-symbol-splits		fb55dc41f1f3f5bae55bf2a323fad09893b65617083fd72aabf196b9ca487135	-
10	services/src/sales_order/mod.rs	erp-sales	crates/erp-sales/src/service/sales_order/mod.rs	move-with-symbol-splits		538a55ff6f5467c9dd307072f7561e23087d730b53d8aef069285e4981be88e9	SalesOrderService
10	services/src/sales_order/procurement.rs	erp-sales	crates/erp-sales/src/service/sales_order/procurement.rs	move-with-symbol-splits		578d3d5f6684c3e660c687cb392e2f80f814b13b947c0f474fe10d492c9c846a	-
10	services/src/sales_order/progress.rs	erp-sales	crates/erp-sales/src/service/sales_order/progress.rs	move-with-symbol-splits		b09357eb6de84abecc2263979e6c8183fdc784d97ec253925ccb3a31bae832d6	-
10	services/src/sales_order/query.rs	erp-sales	crates/erp-sales/src/service/sales_order/query.rs	move-with-symbol-splits		1d0f45e542f43ae86d2a0c917d9835603e8826263d41cb7d65b977b677914be4	SalesOrderFilter
10	services/src/sales_order/start_approval.rs	erp-sales	crates/erp-sales/src/service/sales_order/start_approval.rs	move-with-symbol-splits		0a48e5d42d2196336c2e0b9350b898177a5ee28fbae01bb29e712136a564d2d6	ReplaySalesOrderStartInput,SalesOrderStartInput,SalesOrderStartPersistInput,SalesOrderWorkingCopyPersistPlan,SalesOrderRuntimeWriteInput
10	services/src/sales_order/status.rs	erp-sales	crates/erp-sales/src/service/sales_order/status.rs	move-with-symbol-splits		98b653e56daf28690b43ac79bf4be3ff8357d7c7be4ad542d39718c759499619	-
10	services/src/sales_review/adapter.rs	erp-sales	crates/erp-sales/src/service/sales_review/adapter.rs	move-with-symbol-splits		0728019b001d6454e0d1b1ddd6d5e71b2e351420dc3fcf0b21f9bab738a23d91	SalesChangeOrderAdapter,SalesChangeOrderStartCommand
10	services/src/sales_review/cancel_approval.rs	erp-sales	crates/erp-sales/src/service/sales_review/cancel_approval.rs	move-with-symbol-splits		f60cfe2f9d7c981cc031150000f6913c1650c38d50f9c106c060df7be1ac033d	LoadedCancelRuntime,SalesChangeCancelPersistInput
10	services/src/sales_review/dto.rs	erp-sales	crates/erp-sales/src/dto/sales_review.rs	move-with-symbol-splits		ce19d1180733761b7ca8fac0de1c60372cb56162b4b6f5dce5828f4973c2edf2	PageParams,SalesChangeOrderListParams,SalesChangeOrderListQuery,CreateSalesChangeOrderRequest,SubmitSalesChangeRequest,ChangeReviewDecisionRequest,VoidSalesChangeOrderRequest,SalesChangeOrderView,SalesChangeOrderDetailView,CancelSalesChangeApprovalRequest,DocumentApprovalView,DocumentApprovalDefinitionView,DocumentApprovalNodeView,DocumentApprovalInstanceView,DocumentApprovalHistoryItemView,DocumentApprovalHistoryPageView
10	services/src/sales_review/formalization.rs	erp-sales	crates/erp-sales/src/service/sales_review/formalization.rs	move-with-symbol-splits		17ec21131a17ca55f98457bc5d1bf5b5cd513a528f79e69d331bbcfde96d5f83	RevisionAggregate
10	services/src/sales_review/mod.rs	erp-sales	crates/erp-sales/src/service/sales_review/mod.rs	move-with-symbol-splits		791562ca443c06e458402c1c221ccb20e019ca7aa622e2ed56115a3768aa62f0	SalesChangeOrderFilter,SalesReviewService,SalesChangeOrderService
10	services/src/sales_review/sales_change_order.rs	erp-sales	crates/erp-sales/src/service/sales_review/sales_change_order.rs	move-with-symbol-splits		6af184ee4219af1162867761c26c04baec48114ec10188041f0f8a0af65417a6	CreatedChangeOrderPersistInput,EffectiveChangeWrite
10	services/src/sales_review/sourcing.rs	erp-sales		remove-comment-placeholder		25f2e5ad34dc160c6d7f4952185421e008fd37ea47204dac64a3d4027350b342	-
10	services/src/sales_review/start_approval.rs	erp-sales	crates/erp-sales/src/service/sales_review/start_approval.rs	move-with-symbol-splits		28ed74bea7993fb788b5def69b556ad9906d2a827c6b144c99fbe67935e88fa1	SalesChangeStartInput,SalesChangeStartPersistInput
04	services/src/source_registry/dto.rs	erp-support	crates/erp-support/src/dto/source_registry.rs	move-with-symbol-splits		0d4c13233591abbc0d5e6cf7dd01a5974aa539eda985585ea223d7f124d641ba	PageParams,CreateSourceSystemRequest,UpdateSourceSystemRequest,SourceSystemView,SourceSystemListParams,SourceSystemListQuery,CreateExternalIdentityMapRequest,ExternalIdentityMapView,ExternalIdentityMapListParams,ExternalIdentityMapListQuery
04	services/src/source_registry/mod.rs	erp-support	crates/erp-support/src/service/source_registry/mod.rs	move-with-symbol-splits		465fa8b440a04b6459456950363ba5713c33fe4db15848fdaa6dcc23d465dcf0	SourceSystemFilter,ExternalIdentityMapFilter,SourceRegistryService
05	services/src/supplier/dto.rs	erp-supplier	crates/erp-supplier/src/dto/supplier.rs	move-with-symbol-splits		4244ef0a01e9d5cf33e0495c042aa8692fefcdbee55f8ddcc5b8f68556e654b0	PageParams,SupplierView,SupplierDetailView,SupplierSensitiveFieldView,RevealSupplierSensitiveRequest,SupplierSensitiveRevealView,SupplierListParams,SupplierListQuery,SupplierQualificationHealth,CommercialProfileView,SupplierCapabilityView,SupplierQualificationView,SupplierRatingView,SupplierProfileContactInput,SupplierProfileAddressInput,SupplierProfileBankAccountInput,SupplierProfileQualificationInput,SupplierProfileRatingInput,SaveSupplierProfileRequest,SupplierProfileMutationView
05	services/src/supplier/eligibility.rs	erp-supplier	crates/erp-supplier/src/service/supplier/eligibility.rs	move-with-symbol-splits		138694675dfd945771991a12b6d4f43d67904a426dc4ddcf9d1d902badf2a977	-
05	services/src/supplier/mod.rs	erp-supplier	crates/erp-supplier/src/service/supplier/mod.rs	move-with-symbol-splits		cae24a31ffa1490884c3dd662a1c00205b1c9165e63e3a5b8488491c69d10f6b	HealthFilter,SearchInput,SupplierService
